eater,Age_A,brood_ID,weight_tot,Date_analysis,phase
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
A,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,11,207_2019,92.2,126,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
B,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,12,207_2019,63.2,127,early
A,5,217_2019,32,123,early
C,5,217_2019,32,123,early
C,5,217_2019,32,123,early
A,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
C,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
A,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
A,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
A,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
B,5,217_2019,32,123,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
A,7,217_2019,125,125,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
C,7,217_2019,125,125,early
A,7,217_2019,125,125,early
B,7,217_2019,125,125,early
C,7,217_2019,125,125,early
B,7,217_2019,125,125,early
B,7,217_2019,125,125,early
B,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,217_2019,125,125,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
B,7,226_2019,32.2,130,early
B,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,7,226_2019,32.2,130,early
A,4,462_2019,21,135,early
A,4,462_2019,21,135,early
A,4,462_2019,21,135,early
A,4,462_2019,21,135,early
A,4,462_2019,21,135,early
A,4,462_2019,21,135,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
C,5,462_2019,135,136,early
B,5,462_2019,135,136,early
B,5,462_2019,135,136,early
C,5,462_2019,135,136,early
C,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
A,5,462_2019,135,136,early
