attack_don;attack_rec;Date_analysis;Age_A;Age_B;Age_C;direction;brood_ID;phase;weight_tot;food_cat
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;B;125;7;6;2;AB;217_2019;early;125;high
A;C;125;7;6;2;AC;217_2019;early;125;high
A;C;125;7;6;2;AC;217_2019;early;125;high
A;C;125;7;6;2;AC;217_2019;early;125;high
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
B;A;129;11;10;6;BA;217_2019;early;79;medium
A;C;129;11;10;6;AC;217_2019;early;79;medium
A;C;129;11;10;6;AC;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;129;11;10;6;AB;217_2019;early;79;medium
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;130;7;4;1;AB;226_2019;early;32.2;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
B;A;135;4;3;0;BA;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;135;4;3;0;AB;462_2019;early;21;low
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
B;A;136;5;4;1;BA;462_2019;early;135;high
B;A;136;5;4;1;BA;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;B;136;5;4;1;AB;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
A;C;136;5;4;1;AC;462_2019;early;135;high
B;C;137;6;5;2;BC;462_2019;early;58;medium
B;C;137;6;5;2;BC;462_2019;early;58;medium
B;C;137;6;5;2;BC;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
B;A;137;6;5;2;BA;462_2019;early;58;medium
B;A;137;6;5;2;BA;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
B;C;137;6;5;2;BC;462_2019;early;58;medium
B;A;137;6;5;2;BA;462_2019;early;58;medium
B;A;137;6;5;2;BA;462_2019;early;58;medium
B;A;137;6;5;2;BA;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
B;C;137;6;5;2;BC;462_2019;early;58;medium
B;C;137;6;5;2;BC;462_2019;early;58;medium
B;C;137;6;5;2;BC;462_2019;early;58;medium
B;A;137;6;5;2;BA;462_2019;early;58;medium
B;A;137;6;5;2;BA;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
C;A;137;6;5;2;CA;462_2019;early;58;medium
C;A;137;6;5;2;CA;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;B;137;6;5;2;AB;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;C;137;6;5;2;AC;462_2019;early;58;medium
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
B;A;138;7;6;3;BA;462_2019;early;3.2;low
B;A;138;7;6;3;BA;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
B;A;138;7;6;3;BA;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
B;C;138;7;6;3;BC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;B;138;7;6;3;AB;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
C;A;138;7;6;3;CA;462_2019;early;3.2;low
C;A;138;7;6;3;CA;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;C;138;7;6;3;AC;462_2019;early;3.2;low
A;B;133;18;18;16;AB;476_2019;late;156.2;high
A;B;133;18;18;16;AB;476_2019;late;156.2;high
A;B;133;18;18;16;AB;476_2019;late;156.2;high
A;B;133;18;18;16;AB;476_2019;late;156.2;high
A;B;135;20;20;18;AB;476_2019;late;64.4;medium
A;B;135;20;20;18;AB;476_2019;late;64.4;medium
A;B;135;20;20;18;AB;476_2019;late;64.4;medium
A;B;135;20;20;18;AB;476_2019;late;64.4;medium
A;B;122;7;7;5;AB;476_2019;early;0;low
A;B;122;7;7;5;AB;476_2019;early;0;low
A;B;122;7;7;5;AB;476_2019;early;0;low
A;B;122;7;7;5;AB;476_2019;early;0;low
A;B;122;7;7;5;AB;476_2019;early;0;low
A;B;122;7;7;5;AB;476_2019;early;0;low
A;B;122;7;7;5;AB;476_2019;early;0;low
A;B;122;7;7;5;AB;476_2019;early;0;low
A;C;122;7;7;5;AC;476_2019;early;0;low
A;C;122;7;7;5;AC;476_2019;early;0;low
A;C;122;7;7;5;AC;476_2019;early;0;low
A;B;119;4;4;2;AB;476_2019;early;58;medium
A;B;119;4;4;2;AB;476_2019;early;58;medium
A;C;120;5;5;3;AC;476_2019;early;29;low
